,name,Engine,Mileage,Length,Height,Seating_Capacity,price,year,km,FuelType,Transmission,Owner
4201,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,252000.0,Jun 2014,89602 ,CNG,Manual,First
4202,maruti-suzuki-ciaz,1373 ,20.729999542236328,4490 ,1485 ,5 ,516000.0,Jun 2015,44103 ,Petrol,Manual,First
4203,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,620000.0,Jun 2018,68346 ,Petrol,Manual,First
4204,maruti-suzuki-celerio-x,998 ,21.63,3715 ,1565 ,5 ,472000.0,Jun 2019,84971 ,Petrol,Manual,First
4205,honda-amaze,1199 ,19.0,3995 ,1501 ,5 ,1056000.0,Jun 2022,4253 ,Petrol,Automatic,First
4206,maruti-suzuki-ciaz,1373 ,20.729999542236328,4490 ,1485 ,5 ,578000.0,Jun 2016,32494 ,Petrol,Manual,Second
4208,maruti-suzuki-ertiga,1248 ,24.52,4296 ,1685 ,7 ,1063000.0,Jun 2018,64297 ,Diesel,Manual,Second
4209,maruti-suzuki-celerio,998 ,23.1,3695 ,1560 ,5 ,420000.0,Jun 2016,22729 ,Petrol,Automatic,First
4210,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,469000.00000000006,Jun 2016,8055 ,Petrol,Manual,First
4211,toyota-yaris,1496 ,17.1,4425 ,1495 ,5 ,864000.0,Jun 2020,43807 ,Petrol,Manual,First
4212,tata-tiago,1199 ,19.01,3765 ,1535 ,5 ,680000.0,Jun 2020,11711 ,Petrol,Manual,First
4213,maruti-suzuki-s-presso,998 ,21.7,3565 ,1564 ,5 ,434999.99999999994,Jun 2020,35966 ,Petrol,Manual,First
4214,honda-jazz,1199 ,18.7,3955 ,1544 ,5 ,531000.0,Jun 2016,63831 ,Petrol,Manual,First
4215,hyundai-venue,998 ,17.8,3995 ,1605 ,5 ,1076000.0,Jun 2020,21708 ,Petrol,Manual,First
4216,honda-jazz,1199 ,18.7,3955 ,1544 ,5 ,583000.0,Jun 2015,64433 ,Petrol,Manual,First
4217,hyundai-venue,1197 ,17.52,3995 ,1605 ,5 ,827000.0,Jun 2021,44735 ,Petrol,Manual,First
4218,renault-duster,1461 ,20.45,4315 ,1695 ,5 ,548000.0,Jun 2015,85215 ,Diesel,Manual,Second
4219,hyundai-santro,1086 ,20.0,3610 ,1560 ,5 ,444000.00000000006,Jun 2021,20548 ,Petrol,Manual,First
4220,volkswagen-ameo,1198 ,17.83,3995 ,1483 ,5 ,573000.0,Jun 2017,52919 ,Petrol,Manual,First
4221,honda-amaze,1199 ,19.5,3995 ,1501 ,5 ,664000.0,Jun 2019,14435 ,Petrol,Manual,First
4222,maruti-suzuki-ciaz,1373 ,20.73,4490 ,1485 ,5 ,646000.0,Jun 2017,97650 ,Petrol,Manual,First
4223,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,635000.0,Jun 2018,32165 ,Petrol,Manual,First
4224,ford-figo,1196 ,11.0,3795 ,1427 ,5 ,635000.0,Jun 2021,21182 ,Petrol,Manual,First
4225,maruti-suzuki-celerio,998 ,31.79,3600 ,1560 ,5 ,447000.0,Jun 2018,76029 ,CNG,Manual,First
4226,maruti-suzuki-dzire,1197 ,23.2,3995 ,1515 ,5 ,763000.0,Jun 2020,10127 ,Petrol,Manual,First
4227,maruti-suzuki-celerio,998 ,21.63,3695 ,1560 ,5 ,520000.0,Jun 2020,39155 ,Petrol,Manual,First
4229,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,582000.0,Jun 2014,82924 ,Petrol,Manual,First
4230,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,617000.0,Jun 2019,44803 ,Petrol,Manual,First
4231,maruti-suzuki-swift-dzire,1248 ,26.59,3995 ,1555 ,5 ,631000.0,Jun 2016,96172 ,Diesel,Automatic,First
4232,maruti-suzuki-swift-dzire,1248 ,23.4,3995 ,1555 ,5 ,578000.0,Jun 2012,63330 ,Diesel,Manual,First
4233,renault-kiger,999 ,20.53,3991 ,1605 ,5 ,1099000.0,Jun 2021,17413 ,Petrol,Automatic,First
4234,renault-duster,1598 ,13.05,4315 ,1695 ,5 ,675000.0,Jun 2016,51236 ,Petrol,Manual,Second
4235,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,665000.0,Jun 2019,11662 ,Petrol,Manual,Second
4236,kia-seltos,1493 ,21.0,4315 ,1645 ,5 ,1844000.0000000002,Jun 2022,7580 ,Diesel,Manual,First
4237,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,650000.0,Jun 2019,17206 ,Petrol,Manual,First
4238,hyundai-creta,1582 ,17.01,4270 ,1630 ,5 ,1251000.0,Jun 2018,80002 ,Diesel,Automatic,First
4239,skoda-rapid,1598 ,15.41,4413 ,1466 ,5 ,603000.0,Jun 2016,45834 ,Petrol,Manual,First
4240,maruti-suzuki-ciaz,1373 ,19.12,4490 ,1485 ,5 ,652000.0,Jun 2015,75538 ,Petrol,Automatic,Second
4241,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,575000.0,Jun 2020,19091 ,Petrol,Manual,First
4242,maruti-suzuki-s-cross,1462 ,18.5,4300 ,1595 ,5 ,1137000.0,Jun 2020,34587 ,Petrol,Manual,First
4243,volkswagen-vento,1598 ,15.04,4384 ,1466 ,5 ,860000.0,Jun 2019,15836 ,Petrol,Manual,First
4244,hyundai-i10,1086 ,19.81,3585 ,1550 ,5 ,324000.0,Jun 2012,50164 ,Petrol,Manual,First
4245,maruti-suzuki-ciaz,1373 ,19.12,4490 ,1485 ,5 ,877999.9999999999,Jun 2018,31150 ,Petrol,Automatic,Second
4246,maruti-suzuki-celerio,998 ,26.0,3695 ,1555 ,5 ,683000.0,Jun 2021,1348 ,Petrol,Automatic,First
4247,maruti-suzuki-ignis,1197 ,20.8,3700 ,1595 ,5 ,586000.0,Jun 2018,24534 ,Petrol,Automatic,First
4248,tata-harrier,1956 ,14.6,4598 ,1706 ,5 ,2012000.0,Jun 2020,43827 ,Diesel,Automatic,First
4249,hyundai-verna,1493 ,25.0,4440 ,1475 ,5 ,1628000.0,Jun 2021,35790 ,Diesel,Manual,First
4250,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,585000.0,Jun 2019,39309 ,Petrol,Automatic,First
4251,honda-amaze,1199 ,19.5,3995 ,1501 ,5 ,744000.0,Jun 2021,8009 ,Petrol,Manual,First
4252,maruti-suzuki-ciaz,1373 ,19.12,4490 ,1485 ,5 ,847000.0000000001,Jun 2017,64675 ,Petrol,Automatic,First
4253,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,554000.0,Jun 2018,55335 ,Petrol,Manual,First
4254,maruti-suzuki-celerio,998 ,23.1,3695 ,1560 ,5 ,505999.99999999994,Jun 2019,75003 ,Petrol,Automatic,First
4255,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,652000.0,Jun 2016,30490 ,Petrol,Manual,Second
4256,hyundai-venue,998 ,18.15,3995 ,1605 ,5 ,1254000.0,Jun 2020,11416 ,Petrol,Automatic,First
4257,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,413000.0,Jun 2020,12540 ,Petrol,Manual,First
4258,honda-city,1497 ,17.4,4440 ,1495 ,5 ,853999.9999999999,Jun 2019,28554 ,Petrol,Manual,First
4259,maruti-suzuki-celerio,998 ,21.63,3695 ,1560 ,5 ,513999.99999999994,Jun 2022,18995 ,Petrol,Manual,First
4260,maruti-suzuki-ciaz,1373 ,20.729999542236328,4490 ,1485 ,5 ,624000.0,Jun 2014,54745 ,Petrol,Manual,Second
4261,hyundai-creta,1493 ,19.0,4300 ,1635 ,5 ,1478000.0,Jun 2020,43808 ,Diesel,Automatic,First
4262,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,539000.0,Jun 2018,15161 ,Petrol,Automatic,Second
4263,honda-city,1497 ,18.0,4440 ,1495 ,5 ,1535000.0,Jun 2021,20337 ,Petrol,Automatic,First
4264,maruti-suzuki-wagon-r,1197 ,20.52,3655 ,1675 ,5 ,547000.0,Jun 2019,31753 ,Petrol,Manual,First
4265,maruti-suzuki-xl6,1462 ,19.01,4445 ,1700 ,6 ,1301000.0,Jun 2022,44780 ,Petrol,Manual,First
4267,ford-freestyle,1194 ,19.0,3954 ,1570 ,5 ,690000.0,Jun 2018,16387 ,Petrol,Manual,First
4268,ford-ecosport,1499 ,15.6,3999 ,1708 ,5 ,796000.0,Jun 2016,21540 ,Petrol,Automatic,First
4269,tata-nexon,1198 ,17.88,3994 ,1607 ,5 ,996000.0000000001,Jun 2019,33838 ,Petrol,Automatic,First
4270,kia-sonet,1197 ,18.4,3995 ,1647 ,5 ,903999.9999999999,Jun 2022,15893 ,Petrol,Manual,First
4271,honda-jazz,1199 ,16.6,3989 ,1544 ,5 ,944000.0,Jun 2021,11438 ,Petrol,Manual,First
4272,toyota-urban-cruiser,1462 ,17.0,3995 ,1640 ,5 ,951000.0,Jun 2020,25362 ,Petrol,Manual,First
4273,ford-ecosport,1499 ,15.6,3999 ,1708 ,5 ,652000.0,Jun 2016,40002 ,Petrol,Automatic,Second
4274,maruti-suzuki-celerio-x,998 ,23.1,3715 ,1565 ,5 ,508000.0,Jun 2018,44891 ,Petrol,Automatic,First
4275,skoda-rapid,1498 ,21.14,4386 ,1466 ,5 ,629000.0,Jun 2015,80074 ,Diesel,Manual,First
4276,maruti-suzuki-s-cross,1462 ,18.4,4300 ,1595 ,5 ,1273000.0,Jun 2020,25039 ,Petrol,Automatic,First
4277,maruti-suzuki-wagon-r,998 ,33.54,3655 ,1675 ,5 ,571000.0,Jun 2019,62688 ,CNG,Manual,First
4278,hyundai-aura,1197 ,21.0,3995 ,1520 ,5 ,795000.0,Jun 2020,9127 ,Petrol,Manual,First
4280,honda-city,1497 ,18.0,4440 ,1495 ,5 ,1184000.0,Jun 2020,26030 ,Petrol,Automatic,Second
4281,honda-amaze,1498 ,27.4,3995 ,1501 ,5 ,645000.0,Jun 2018,51959 ,Diesel,Manual,First
4282,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,386000.0,Jun 2021,8591 ,Petrol,Manual,First
4283,volkswagen-vento,1197 ,18.19,4390 ,1467 ,5 ,698000.0,Jun 2017,66529 ,Petrol,Automatic,First
4284,skoda-rapid,1498 ,21.72,4413 ,1466 ,5 ,756000.0,Jun 2017,39895 ,Diesel,Automatic,Second
4285,maruti-suzuki-ciaz,1373 ,19.12,4490 ,1485 ,5 ,915000.0,Jun 2018,27369 ,Petrol,Automatic,First
4286,hyundai-venue,1493 ,23.4,3995 ,1605 ,5 ,1001000.0,Jun 2020,16136 ,Diesel,Manual,First
4287,maruti-suzuki-alto,998 ,23.95,3545 ,1475 ,5 ,403000.0,Jun 2019,25373 ,Petrol,Manual,First
4288,tata-tiago,1199 ,23.84,3746 ,1535 ,5 ,723000.0,Jun 2021,9502 ,Petrol,Automatic,First
4289,tata-harrier,1956 ,16.3,4598 ,1706 ,5 ,1531000.0,Jun 2019,87474 ,Diesel,Manual,First
4290,ford-ecosport,999 ,18.9,3999 ,1708 ,5 ,638000.0,Jun 2016,59212 ,Petrol,Manual,First
4291,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,745000.0,May 2021,15005 ,Petrol,Manual,First
4292,renault-captur,1461 ,20.37,4329 ,1619 ,5 ,819999.9999999999,Jun 2018,40507 ,Diesel,Manual,First
4293,honda-amaze,1498 ,25.8,3990 ,1505 ,5 ,575000.0,Jun 2018,81796 ,Diesel,Manual,First
4294,maruti-suzuki-celerio,998 ,31.79,3600 ,1560 ,5 ,466000.0,Jun 2018,81035 ,CNG,Manual,First
4295,honda-city,1497 ,16.8,4440 ,1485 ,5 ,419000.00000000006,Jun 2012,63392 ,Petrol,Manual,First
4296,skoda-kushaq,999 ,19.2,4225 ,1612 ,5 ,1167000.0,Jun 2022,12922 ,Petrol,Manual,First
4297,honda-brio,1198 ,19.4,3610 ,1500 ,5 ,359000.0,Jun 2014,30076 ,Petrol,Manual,Second
4298,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,573000.0,Jun 2018,34163 ,Petrol,Manual,First
4299,tata-tigor,1199 ,21.0,3992 ,1537 ,5 ,543000.0,Jun 2018,32536 ,Petrol,Automatic,First
4300,maruti-suzuki-wagon-r,998 ,22.5,3655 ,1675 ,5 ,524000.0,Jun 2019,21252 ,Petrol,Manual,First
4301,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,444000.00000000006,Jun 2014,35130 ,Petrol,Manual,Second
4302,renault-kwid,799 ,25.17,3679 ,1478 ,5 ,323000.0,Jun 2018,81318 ,Petrol,Manual,First
4303,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,387000.0,Jun 2020,34538 ,Petrol,Manual,First
4304,hyundai-verna,1591 ,17.4,4440 ,1475 ,5 ,1006000.0,Jun 2017,45778 ,Petrol,Automatic,First
4305,maruti-suzuki-celerio,998 ,31.79,3695 ,1560 ,5 ,505000.0,Jun 2019,32834 ,CNG,Manual,First
4306,renault-kwid,999 ,24.04,3679 ,1478 ,5 ,286000.0,Jun 2016,40795 ,Petrol,Automatic,Second
4307,honda-city,1497 ,17.4,4440 ,1495 ,5 ,1014000.0,Jun 2022,21522 ,Petrol,Manual,First
4308,maruti-suzuki-baleno,1197 ,19.56,3995 ,1510 ,5 ,717000.0,Jun 2019,34635 ,Petrol,Automatic,First
4309,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,520000.0,Jun 2016,35430 ,Petrol,Manual,First
4310,ford-ecosport,1497 ,16.3,3998 ,1647 ,5 ,935000.0,Jun 2018,19354 ,Petrol,Manual,First
4311,hyundai-grand-i10,1186 ,24.95,3765 ,1520 ,5 ,446000.0,Jun 2017,49745 ,Diesel,Manual,First
4312,renault-kiger,999 ,19.03,3991 ,1605 ,5 ,850000.0,Jun 2021,8311 ,Petrol,Automatic,First
4313,hyundai-elite-i20,1197 ,19.8,3985 ,1505 ,5 ,858000.0,Jun 2019,11689 ,Petrol,Automatic,First
4314,hyundai-tucson,1995 ,16.38,4475 ,1660 ,5 ,1882999.9999999998,Jun 2018,24904 ,Diesel,Automatic,First
4315,hyundai-elite-i20,1493 ,25.2,3995 ,1505 ,5 ,986000.0,Jun 2021,17062 ,Diesel,Manual,Second
4316,tata-tiago,1199 ,23.84,3746 ,1535 ,5 ,543000.0,Jun 2017,27390 ,Petrol,Manual,First
4317,kia-sonet,1493 ,24.1,3995 ,1647 ,5 ,1265000.0,Jun 2020,54654 ,Diesel,Manual,First
4318,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,540000.0,Jun 2019,13715 ,Petrol,Automatic,First
4319,renault-duster,1461 ,20.45,4315 ,1695 ,5 ,658000.0,Jun 2015,82787 ,Diesel,Manual,Second
4320,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,553000.0,Jun 2017,32578 ,Petrol,Manual,First
4321,hyundai-aura,1197 ,20.0,3995 ,1520 ,5 ,925000.0,Jun 2022,843 ,Petrol,Automatic,First
4322,honda-jazz,1199 ,18.7,3955 ,1544 ,5 ,609000.0,Jun 2017,62959 ,Petrol,Manual,First
4323,maruti-suzuki-eeco,1196 ,20.8,3675 ,1825 ,5 ,624000.0,Jun 2022,1833 ,CNG,Manual,First
4324,hyundai-eon,814 ,21.1,3495 ,1500 ,5 ,347000.0,Jun 2018,25532 ,Petrol,Manual,First
4325,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,536000.0,Jun 2017,21305 ,Petrol,Automatic,Second
4326,hyundai-venue,998 ,17.8,3995 ,1605 ,5 ,1071000.0,Jun 2021,32301 ,Petrol,Manual,First
4327,honda-amaze,1198 ,18.0,3990 ,1505 ,5 ,384000.0,Jun 2014,46676 ,Petrol,Manual,Second
4328,hyundai-i20,1197 ,18.15,3995 ,1505 ,5 ,267000.0,Jun 2011,63977 ,Petrol,Manual,Second
4329,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,557000.0,Jun 2020,62599 ,Petrol,Manual,First
4330,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,680000.0,Jun 2020,60276 ,Petrol,Manual,First
4331,tata-tiago,1199 ,26.4,3765 ,1535 ,5 ,757000.0,Jun 2022,29016 ,CNG,Manual,First
4332,maruti-suzuki-baleno,1197 ,21.01,3995 ,1510 ,5 ,694000.0,Jun 2019,47225 ,Petrol,Manual,First
4333,kia-carens,1353 ,16.2,4540 ,1708 ,6 ,1707000.0,Jun 2022,3069 ,Petrol,Manual,First
4334,maruti-suzuki-ciaz,1373 ,20.729999542236328,4490 ,1485 ,5 ,652000.0,Jun 2016,35185 ,Petrol,Manual,First
4335,mahindra-bolero,1493 ,17.2,3995 ,1817 ,7 ,1071000.0,Jun 2022,9646 ,Diesel,Manual,First
4336,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,761000.0,Jun 2018,90782 ,Diesel,Manual,First
4337,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,455999.99999999994,Jun 2015,69740 ,Petrol,Manual,First
4338,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,577000.0,Jun 2020,19543 ,Petrol,Manual,First
4339,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,586000.0,Jun 2019,43970 ,Petrol,Manual,First
4340,hyundai-venue,998 ,18.2,3995 ,1605 ,5 ,1021000.0000000001,Jun 2019,56950 ,Petrol,Manual,First
4341,maruti-suzuki-wagon-r,998 ,26.6,3599 ,1700 ,5 ,584000.0,Jun 2020,44356 ,CNG,Manual,First
4342,toyota-etios,1496 ,16.780000686645508,4265 ,1510 ,5 ,547000.0,Jun 2017,60854 ,Petrol,Manual,First
4343,honda-amaze,1199 ,19.0,3995 ,1501 ,5 ,1019999.9999999999,Jun 2022,12232 ,Petrol,Automatic,First
4344,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,544000.0,Jun 2020,10606 ,Petrol,Manual,Second
4345,maruti-suzuki-dzire,1197 ,23.2,3995 ,1515 ,5 ,711000.0,Jun 2020,9027 ,Petrol,Manual,First
4346,hyundai-elite-i20,1493 ,25.2,3995 ,1505 ,5 ,946000.0000000001,Jun 2020,15055 ,Diesel,Manual,First
4347,kia-sonet,1493 ,24.1,3995 ,1647 ,5 ,1198000.0,Jun 2021,14649 ,Diesel,Manual,First
4348,maruti-suzuki-wagon-r,998 ,32.52,3655 ,1675 ,5 ,594000.0,Jun 2021,95323 ,CNG,Manual,First
4349,ford-ecosport,1498 ,22.7,3999 ,1708 ,5 ,516000.0,Jun 2014,99076 ,Diesel,Manual,First
4350,toyota-glanza,1197 ,22.3,3990 ,1500 ,5 ,1008000.0,Jun 2022,25453 ,Petrol,Manual,First
4351,hyundai-santro,1086 ,20.0,3610 ,1560 ,5 ,589000.0,Jun 2020,23142 ,Petrol,Automatic,First
4352,tata-tiago,1047 ,27.28,3746 ,1535 ,5 ,488999.99999999994,Jun 2018,56136 ,Diesel,Manual,Second
4353,nissan-terrano,1598 ,13.2,4331 ,1671 ,5 ,424000.0,Jun 2015,83820 ,Petrol,Manual,First
4354,toyota-urban-cruiser,1462 ,17.0,3995 ,1640 ,5 ,897000.0000000001,Jun 2021,37588 ,Petrol,Manual,First
4355,renault-kwid,799 ,25.17,3679 ,1478 ,5 ,314000.0,Jun 2020,18462 ,Petrol,Manual,First
4356,maruti-suzuki-dzire,1197 ,24.1,3995 ,1515 ,5 ,932000.0,Jun 2022,1526 ,Petrol,Automatic,First
4357,renault-duster,1461 ,19.72,4315 ,1695 ,5 ,678000.0,Jun 2016,69377 ,Diesel,Manual,First
4358,maruti-suzuki-alto-800,796 ,22.05,3445 ,1475 ,5 ,393000.0,Jun 2020,35174 ,CNG,Manual,First
4359,skoda-kushaq,999 ,19.2,4225 ,1612 ,5 ,1503000.0,Jun 2021,4697 ,Petrol,Manual,First
4360,ford-ecosport,1499 ,15.6,3999 ,1708 ,5 ,616000.0,Jun 2015,28373 ,Petrol,Automatic,First
4361,maruti-suzuki-wagon-r,998 ,32.52,3655 ,1675 ,5 ,521000.0,Jun 2020,61169 ,CNG,Manual,First
4362,tata-nexon,1199 ,17.5,3993 ,1606 ,5 ,993000.0,Jun 2020,17400 ,Petrol,Manual,First
4363,honda-wr-v,1199 ,17.5,3999 ,1601 ,5 ,648000.0,Jun 2017,64849 ,Petrol,Manual,First
4364,maruti-suzuki-wagon-r,1197 ,20.52,3655 ,1675 ,5 ,622000.0,Jun 2019,13224 ,Petrol,Automatic,First
4365,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,871000.0000000001,Jun 2019,77428 ,Diesel,Manual,First
4366,maruti-suzuki-baleno,1197 ,19.56,3995 ,1510 ,5 ,900000.0,Jun 2019,14592 ,Petrol,Automatic,First
4367,honda-amaze,1199 ,19.5,3995 ,1501 ,5 ,747000.0,Jun 2022,11028 ,Petrol,Manual,First
4368,maruti-suzuki-alto-800,796 ,31.5,3445 ,1475 ,4 ,488000.0,Jun 2021,31683 ,CNG,Manual,First
4369,hyundai-venue,998 ,17.8,3995 ,1605 ,5 ,1077000.0,Jun 2020,41771 ,Petrol,Manual,First
4370,honda-jazz,1199 ,18.7,3955 ,1544 ,5 ,561000.0,Jun 2016,86173 ,Petrol,Manual,Second
4371,maruti-suzuki-swift-dzire,1197 ,19.1,3995 ,1555 ,5 ,379000.0,Jun 2013,74513 ,Petrol,Manual,First
4372,hyundai-i10,1197 ,20.63,3585 ,1550 ,5 ,903999.9999999999,Jun 2012,1787 ,Petrol,Manual,First
4374,renault-kwid,999 ,23.0,3679 ,1478 ,5 ,397000.0,Jun 2019,23995 ,Petrol,Manual,First
4375,ford-freestyle,1498 ,24.4,3954 ,1570 ,5 ,513999.99999999994,Jun 2018,76775 ,Diesel,Manual,Second
4376,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,296000.0,Jun 2015,65742 ,Petrol,Manual,First
4377,hyundai-creta,1396 ,21.38,4270 ,1630 ,5 ,1063000.0,Jun 2019,63464 ,Diesel,Manual,Second
4378,honda-city,1497 ,18.0,4440 ,1495 ,5 ,710000.0,Jun 2015,34714 ,Petrol,Automatic,First
4379,maruti-suzuki-wagon-r,998 ,33.54,3655 ,1675 ,5 ,532000.0,Jun 2019,58447 ,CNG,Manual,First
4381,nissan-terrano,1598 ,13.2,4331 ,1671 ,5 ,424000.0,Jun 2015,83820 ,Petrol,Manual,First
4382,toyota-urban-cruiser,1462 ,17.0,3995 ,1640 ,5 ,897000.0000000001,Jun 2021,37588 ,Petrol,Manual,First
4383,renault-kwid,799 ,25.17,3679 ,1478 ,5 ,314000.0,Jun 2020,18462 ,Petrol,Manual,First
4384,maruti-suzuki-dzire,1197 ,24.1,3995 ,1515 ,5 ,932000.0,Jun 2022,1526 ,Petrol,Automatic,First
4385,renault-duster,1461 ,19.72,4315 ,1695 ,5 ,678000.0,Jun 2016,69377 ,Diesel,Manual,First
4386,maruti-suzuki-alto-800,796 ,22.05,3445 ,1475 ,5 ,393000.0,Jun 2020,35174 ,CNG,Manual,First
4387,renault-duster,1461 ,19.87,4315 ,1695 ,5 ,864000.0,Jun 2017,59589 ,Diesel,Manual,Second
4389,maruti-suzuki-baleno,1197 ,21.01,3995 ,1510 ,5 ,577000.0,Jun 2019,52008 ,Petrol,Manual,First
4390,maruti-suzuki-celerio-x,998 ,21.63,3715 ,1565 ,5 ,522000.0,Jun 2021,61374 ,Petrol,Manual,First
4391,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,652000.0,Jun 2017,44437 ,Petrol,Manual,Second
4392,hyundai-verna,1591 ,17.4,4375 ,1475 ,5 ,974000.0,Jun 2017,72465 ,Petrol,Automatic,First
4394,honda-brio,1198 ,19.4,3610 ,1500 ,5 ,405999.99999999994,Jun 2016,22209 ,Petrol,Manual,Second
4395,hyundai-i20,1197 ,18.15,3995 ,1505 ,5 ,314000.0,Jun 2010,21770 ,Petrol,Manual,Second
4396,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,423000.00000000006,Jun 2019,26850 ,Petrol,Manual,First
4397,renault-kwid,799 ,25.17,3679 ,1478 ,5 ,425000.0,Jun 2021,2117 ,Petrol,Manual,First
4398,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,658000.0,Jun 2020,24736 ,Petrol,Manual,First
4399,hyundai-verna,1591 ,17.01,4370 ,1475 ,5 ,509999.99999999994,Jun 2012,68141 ,Petrol,Manual,First
4400,renault-duster,1461 ,19.87,4315 ,1695 ,5 ,864000.0,Jun 2017,59589 ,Diesel,Manual,Second
4402,maruti-suzuki-baleno,1197 ,21.01,3995 ,1510 ,5 ,577000.0,Jun 2019,52008 ,Petrol,Manual,First
4403,maruti-suzuki-celerio-x,998 ,21.63,3715 ,1565 ,5 ,522000.0,Jun 2021,61374 ,Petrol,Manual,First
4404,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,652000.0,Jun 2017,44437 ,Petrol,Manual,Second
4405,hyundai-verna,1591 ,17.4,4375 ,1475 ,5 ,974000.0,Jun 2017,72465 ,Petrol,Automatic,First
4407,honda-brio,1198 ,19.4,3610 ,1500 ,5 ,405999.99999999994,Jun 2016,22209 ,Petrol,Manual,Second
4408,hyundai-i20,1197 ,18.15,3995 ,1505 ,5 ,314000.0,Jun 2010,21770 ,Petrol,Manual,Second
4409,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,423000.00000000006,Jun 2019,26850 ,Petrol,Manual,First
4410,renault-kwid,799 ,25.17,3679 ,1478 ,5 ,425000.0,Jun 2021,2117 ,Petrol,Manual,First
4411,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,658000.0,Jun 2020,24736 ,Petrol,Manual,First
4412,hyundai-verna,1591 ,17.01,4370 ,1475 ,5 ,509999.99999999994,Jun 2012,68141 ,Petrol,Manual,First
4413,hyundai-venue,998 ,17.8,3995 ,1605 ,5 ,1076000.0,Jun 2021,15166 ,Petrol,Manual,First
4414,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,613000.0,Jun 2017,26913 ,Petrol,Automatic,First
4415,maruti-suzuki-swift,1197 ,18.6,3850 ,1530 ,5 ,279000.0,Jun 2011,48700 ,Petrol,Manual,First
4416,tata-tiago,1199 ,23.84,3746 ,1535 ,5 ,512000.0,Jun 2017,49167 ,Petrol,Automatic,First
4417,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,399000.0,Jun 2015,47474 ,Petrol,Automatic,First
4418,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,641000.0,Jun 2017,41662 ,Petrol,Manual,First
4419,maruti-suzuki-baleno,1197 ,21.01,3995 ,1510 ,5 ,666000.0,Jun 2018,19908 ,Petrol,Manual,First
4420,tata-tiago,1199 ,23.84,3746 ,1535 ,5 ,473000.00000000006,Jun 2017,55917 ,Petrol,Manual,First
4421,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,685000.0,Jun 2020,16335 ,Petrol,Manual,Second
4422,maruti-suzuki-swift-dzire,1197 ,20.85,3995 ,1555 ,5 ,732000.0,Jun 2017,10541 ,Petrol,Manual,First
4423,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,1179000.0,Jun 2019,7181 ,Diesel,Automatic,First
4424,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,546000.0,Jun 2017,42961 ,Petrol,Manual,First
